Respondent.Serial,sample_group,idfx,respID,sernofx,S1,S2,respondent_age,hAgeRecode,S3,S4,S5,S6,S7 (1/9),S7 (2/9),S7 (3/9),S7 (4/9),S7 (5/9),S7 (6/9),S7 (7/9),S7 (8/9),S7 (9/9),Q1,Q2,Q3,Q4,Q5 (1/24),Q5 (2/24),Q5 (3/24),Q5 (4/24),Q5 (5/24),Q5 (6/24),Q5 (7/24),Q5 (8/24),Q5 (9/24),Q5 (10/24),Q5 (11/24),Q5 (12/24),Q5 (13/24),Q5 (14/24),Q5 (15/24),Q5 (16/24),Q5 (17/24),Q5 (18/24),Q5 (19/24),Q5 (20/24),Q5 (21/24),Q5 (22/24),Q5 (23/24),Q5 (24/24),OB1_loop[{_01}].OB1,OB1_loop[{_02}].OB1,OB1_loop[{_03}].OB1,OB1_loop[{_04}].OB1,OB1_loop[{_05}].OB1,OB1_loop[{_06}].OB1,OB1_loop[{_07}].OB1,OB1_loop[{_08}].OB1,OB1_loop[{_09}].OB1,OB1_loop[{_10}].OB1,OB1_loop[{_11}].OB1,OB1_loop[{_12}].OB1,OB1_loop[{_13}].OB1,OB1_loop[{_14}].OB1,OB2,OB3,OB4 (1/8),OB4 (2/8),OB4 (3/8),OB4 (4/8),OB4 (5/8),OB4 (6/8),OB4 (7/8),OB4 (8/8),OB5_loop[{_01}].OB5,OB5_loop[{_02}].OB5,OB5_loop[{_03}].OB5,OB5_loop[{_04}].OB5,OB5_loop[{_05}].OB5,OB5_loop[{_06}].OB5,OB5_loop[{_07}].OB5,OB5_loop[{_Other}].OB5,C0,C1,hCompanySize,C2,C3,C4,C5,C6 (1/6),C6 (2/6),C6 (3/6),C6 (4/6),C6 (5/6),C6 (6/6),C7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,gen_pop,MBL34G,MBL34G,675,_01,1975,50,age_05,_04,_02,_03,_05,_04,,,,,,,,,_04,Still quite fond of it.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_05,_02,_04,,,,,,,,,,,_04,,,,,No,_06,company_04,_05,_01,_02,_05,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,gen_pop,9JENI4,9JENI4,676,_02,1990,35,age_04,_03,_01,_03,_04,_03,,,,,,,,,_04,Still quite fond of it.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_01,_02,,,,,,,,,_04,,,,,,,No,_05,company_03,_05,_02,_01,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,gen_pop,F8EHNA,F8EHNA,677,_01,1986,39,age_04,_04,_02,_01,_07,_04,,,,,,,,,_04,Still quite fond of it.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_03,_02,_05,,,,,,,,,,,,_04,,,,No,_05,company_03,_04,_01,_01,_04,_02,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,gen_pop,AAEJEF,AAEJEF,678,_02,1986,39,age_04,_02,_02,_07,_04,_04,,,,,,,,,_04,Still quite fond of it.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_01,_04,,,,,,,,,,,_04,,,,,Yes,_06,company_04,_04,_01,_02,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,gen_pop,CHHJNB,CHHJNB,679,_02,1983,42,age_04,_03,_02,_04,_03,_03,,,,,,,,,_03,Still quite fond of it.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_04,_03,_02,_01,,,,,,,,_04,,,,,,,,Yes,_03,company_02,_04,_02,_02,_04,_02,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,gen_pop,18MGE4,18MGE4,680,_02,1997,28,age_03,_03,_01,_03,_07,_08,,,,,,,,,_04,"Job Stability – The security industry often provides steady work, which can be reassuring
Career Growth – Opportunities for advancement or skill development",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_02,_04,_04,_02,_03,_02,_02,_04,_04,_03,_03,_03,_03,_03,_02,_06,,,,,,,,,,,,,_04,,,Yes,_05,company_03,_07,_03,_01,_09,_05,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,gen_pop,HKC295,HKC295,682,_01,1981,44,age_04,_03,_02,_04,_07,_06,,,,,,,,,_03,"no
I don't konw",_03,_02,_21,_18,_02,,,,,,,,,,,,,,,,,,,,,,_04,_01,_03,_02,_03,_03,_03,_02,_02,_02,_03,_02,_03,_03,_02,_01,_07,,,,,,,,,,,,,,_02,,No,_01,company_01,_01,_01,_02,_01,_04,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,gen_pop,M1EM6H,M1EM6H,683,_02,1982,43,age_04,_03,_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_02,_03,_04,_04,_04,_02,_01,_01,_02,_01,_01,_03,_02,_02,_07,,,,,,,,,,,,,,_02,,No,_01,company_01,_01,_01,_02,_01,none,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,gen_pop,BN2IH9,BN2IH9,684,_01,2000,25,age_03,_02,_03,_04,_06,_05,_06,,,,,,,,_03,"no
I don't know",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_01,_04,_01,_04,_02,_02,_01,_04,_02,_02,_02,_03,_03,_02,none,,,,,,,,,,,,,,,,No,_02,company_01,_01,_05,_02,_01,none,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,gen_pop,1DF142,1DF142,685,_01,1996,29,age_03,_03,_02,_03,_04,_04,,,,,,,,,_05,Still quite fond of it.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_04,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_05,_02,_06,,,,,,,,,,,,,_03,,,No,_04,company_03,_03,_03,_01,_02,_02,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,gen_pop,J1EH57,J1EH57,687,_01,1990,35,age_04,_04,_01,_04,_04,_01,,,,,,,,,_04,none,_05,_02,_14,_04,_10,_03,,,,,,,,,,,,,,,,,,,,,_03,_03,_04,_03,_04,_03,_03,_03,_03,_02,_04,_04,_04,_02,_04,_01,_07,_03,_05,_06,,,,,,,_05,,_03,_01,_03,,Yes,_05,company_03,_05,_01,_03,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,gen_pop,FNHDJ8,FNHDJ8,689,_01,1998,27,age_03,_04,_01,_02,_05,_04,_05,_06,,,,,,,_05,The contribution is recognized,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_01,_03,_03,_03,_01,_01,_02,_01,_03,_03,_03,_04,_04,_04,_04,_01,_03,_01,_07,,,,,,_04,,_04,,,,_04,,No,_06,company_04,_04,_01,_03,_05,_05,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,gen_pop,I66NJD,I66NJD,690,_01,1990,35,age_04,_05,_01,_02,_04,_04,_05,_06,,,,,,,_05,The contribution is recognized,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_02,_02,_02,_03,_03,_03,_03,_03,_03,_04,_01,_07,_06,_04,_03,,,,,,,_04,_04,,_04,_04,,No,_06,company_04,_03,_01,_04,_05,_05,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,gen_pop,DF21FA,DF21FA,691,_01,1992,33,age_03,_05,_01,_02,_05,_04,_05,_06,,,,,,,_05,The contribution is recognized,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_02,_03,_03,_02,_02,_03,_01,_03,_03,_03,_04,_03,_03,_04,_01,_06,_04,_03,_07,,,,,,,_04,_04,,_04,_04,,Yes,_06,company_04,_04,_01,_03,_05,_05,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,gen_pop,M59277,M59277,692,_01,1992,33,age_03,_05,_01,_02,_04,_04,_05,_06,,,,,,,_05,The contribution is recognized,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_03,_03,_02,_02,_03,_02,_03,_03,_03,_03,_03,_03,_04,_01,_07,_02,_03,_04,,,,,,_04,_04,_04,,,_04,,No,_06,company_04,_03,_01,_03,_04,_05,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,gen_pop,63MDEM,63MDEM,693,_01,1989,36,age_04,_06,_01,_02,_04,_04,_05,_06,,,,,,,_05,"In the security industry, when one's contributions are acknowledged, it can lead to job satisfaction",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_02,_02,_02,_03,_03,_03,_03,_03,_03,_04,_01,_05,_04,_07,_03,,,,,,,_04,_04,_04,,_04,,No,_06,company_04,_04,_01,_04,_06,_05,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,gen_pop,4L7BCA,4L7BCA,694,_02,1988,37,age_04,_05,_01,_02,_04,_04,_05,_06,,,,,,,_05,"In the security industry, when one's contributions are acknowledged, it can lead to job satisfaction",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_02,_02,_02,_02,_03,_03,_03,_03,_03,_03,_04,_01,_06,_07,_04,_03,,,,,,,_04,_04,,_04,_04,,Yes,_06,company_04,_04,_01,_04,_06,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,gen_pop,81ANEL,81ANEL,695,_02,1987,38,age_04,_04,_01,_02,_04,_04,_05,_06,,,,,,,_05,"In the security industry, when one's contributions are acknowledged, it can lead to job satisfaction",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_02,_02,_02,_02,_03,_03,_03,_03,_03,_03,_04,_01,_04,_06,_03,,,,,,,,_04,_04,,_04,,,Yes,_06,company_04,_04,_01,_03,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,gen_pop,4GFJ1A,4GFJ1A,696,_02,1995,30,age_03,_04,_01,_02,_04,_04,_05,_06,,,,,,,_05,"In the security industry, when one's contributions are acknowledged, it can lead to job satisfaction",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_02,_03,_03,_02,_03,_02,_02,_03,_03,_03,_03,_03,_03,_04,_02,_04,_07,_06,_03,,,,,,,_04,_04,,_04,_04,,Yes,_06,company_04,_04,_01,_02,_04,_05,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,gen_pop,N8KEEB,N8KEEB,697,_02,1999,26,age_03,_03,_02,_02,_06,_04,_05,_06,,,,,,,_05,"In the security industry, when one's contributions are acknowledged, it can lead to job satisfaction",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_02,_03,_02,_02,_03,_03,_03,_03,_03,_03,_04,_02,_07,_06,_04,_03,,,,,,,_04,_04,,_04,_04,,No,_05,company_03,_03,_02,_01,_04,_05,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,gen_pop,4G24BK,4G24BK,698,_02,2000,25,age_03,_02,_02,_02,_06,_05,_06,,,,,,,,_05,"In the security industry, when one's contributions are acknowledged, it can lead to job satisfaction",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_02,_03,_02,_03,_03,_03,_02,_03,_03,_04,_02,_03,_06,_07,_04,,,,,,,_04,_04,,_04,_04,,No,_05,company_03,_03,_02,_01,_04,_05,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,gen_pop,FBMC5C,FBMC5C,699,_02,1982,43,age_04,_04,_02,_04,_04,_08,,,,,,,,,_03,"the industry offers continuous and diverse ""growth opportunities."" The security field involves multiple dimensions such as technology (e.g., intelligent monitoring, AI risk prediction), regulations (constantly updated safety standards), and management (establishing emergency response systems), requiring practitioners to keep learning. Whether it is keeping up with cutting-edge security technologies or understanding newly introduced safety regulations, this state of ""always having new things to explore"" prevents work from becoming stagnant, making it especially suitable for those who enjoy challenges.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_04,_03,_03,_03,_02,_02,_02,_03,_03,_03,_03,_04,_04,_03,_01,_07,_01,_06,,,,,,_04,,,,,_04,_02,,No,_03,company_02,_03,_02,_02,_10,_04,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,gen_pop,CADDJ9,CADDJ9,700,_01,1991,34,age_03,_04,_01,_03,_05,_06,,,,,,,,,_04,"This profession is deeply meaningful - every successful threat mitigation makes me feel valued. Moreover, it's truly a promising career path for practitioners",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_02,_03,_02,_03,_03,_04,_03,_04,_03,_04,_03,_04,_01,_02,,,,,,,,,_04,,,,,,,No,_04,company_03,_04,_01,_02,_06,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,gen_pop,6BKHJD,6BKHJD,701,_02,1990,35,age_04,_04,_01,_01,_07,_02,,,,,,,,,_03,"This is a stable job that I can handle with ease, and it offers a satisfactory salary.",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_03,_04,_04,_02,_03,_04,_03,_04,_04,_04,_04,_04,_04,_02,_02,_04,_02,,,,,,,,_04,,_03,,,,,No,_03,company_02,_03,_02,_02,_05,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,gen_pop,151CDB,151CDB,703,_02,1988,37,age_04,_05,_02,_05,_04,_04,,,,,,,,,_03,"the ""sense of value"" in the work is clear and direct. The core of the security industry is to protect people and assets. Whether it is avoiding potential risks through risk assessments or responding quickly to emergencies to reduce losses, every task allows me to truly feel the significance of protecting others and society. For example, a successful safety training session that helps employees avoid operational risks, or a comprehensive security plan that prevents losses for an enterprise—this tangible feeling of ""being needed"" is highly motivating.",_03,_01,_04,_06,_02,,,,,,,,,,,,,,,,,,,,,,_03,_04,_04,_04,_04,_02,_04,_01,_03,_04,_03,_03,_03,_03,_04,_02,_02,_04,_07,,,,,,,_03,,_05,,,_04,,Yes,_04,company_03,_02,_01,_03,_09,_04,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,gen_pop,1EHK19,1EHK19,708,_02,1986,39,age_04,_03,_01,_07,_05,_08,,,,,,,,,_03,"I feel honored that I have a stable job and income now, but at the same time I also think that I can always move forward and reach a higher position through my own efforts, so for me I am only a little satisfied, because if I want to move forward I can't be satisfied with the current situation, I have to work harder",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_03,_04,_02,_02,_03,_03,_03,_04,_04,_04,_04,_04,_03,_03,_01,_07,_04,_05,,,,,,,,,_03,_05,,_03,,No,_04,company_03,_02,_02,_02,_06,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,gen_pop,9KL6E9,9KL6E9,710,_02,2003,22,age_02,_04,_01,_03,_05,_04,,,,,,,,,_03,"Most of my work is done well, but there are still some inevitable minor flaws.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_04,_02,_03,_03,_04,_03,_03,_04,_03,_02,_04,_04,_01,_07,,,,,,,,,,,,,,_03,,No,_05,company_03,_04,_04,_01,_03,_01,_04,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,gen_pop,33J7DE,33J7DE,712,_02,1995,30,age_03,_05,_01,_03,_04,_04,_05,_06,_07,,,,,,_03,"I do my work very well, but there are some minor flaws that are unavoidable and hard to detect.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_04,_02,_03,_04,_04,_03,_03,_03,_03,_03,_04,_04,_01,_04,_07,_05,_02,,,,,,_04,,_03,_04,,_04,,No,_04,company_03,_03,_01,_02,_02,_03,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,gen_pop,4CA699,4CA699,713,_01,1973,52,age_05,_03,_01,_02,_04,_04,,,,,,,,,_04,Have a stable source of income,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_04,_04,_03,_03,_04,_02,_03,_03,_03,_03,_03,_04,_04,_01,_04,_03,,,,,,,,,_04,_04,,,,,No,_05,company_03,_05,_01,_02,_05,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,gen_pop,L2HI61,L2HI61,714,_01,1983,42,age_04,_04,_01,_04,_04,_04,,,,,,,,,_04,Have a stable source of income,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_03,_03,_04,_03,_04,_02,_03,_03,_03,_02,_03,_04,_01,_05,,,,,,,,,,,,_04,,,,Yes,_04,company_03,_05,_04,_02,_04,_02,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,gen_pop,L5F4EM,L5F4EM,715,_02,1976,49,age_05,_03,_01,_02,_04,_03,,,,,,,,,_03,The relationship among colleagues is relatively harmonious,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_04,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_02,_06,,,,,,,,,,,,,_04,,,Yes,_04,company_03,_04,_01,_02,_05,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,gen_pop,HIHG64,HIHG64,716,_02,1999,26,age_03,_02,_01,_02,_07,_08,,,,,,,,,_03,The relationship among colleagues is relatively harmonious,_03,_01,_04,_05,_21,,,,,,,,,,,,,,,,,,,,,,_04,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_04,_02,_07,,,,,,,,,,,,,,_04,,No,_04,company_03,_04,_02,_01,_04,_01,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,gen_pop,237AKL,237AKL,717,_01,1972,53,age_05,_04,_01,_06,_04,_03,,,,,,,,,_04,The relationship among colleagues is relatively harmonious,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_04,_03,_03,_04,_03,_03,_03,_03,_03,_03,_03,_02,_06,,,,,,,,,,,,,_04,,,Yes,_04,company_03,_04,_01,_02,_05,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,gen_pop,3J2LK5,3J2LK5,718,_02,1974,51,age_05,_05,_01,_05,_04,_04,,,,,,,,,_04,Have a stable income from work and a good development prospect,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_04,_03,_04,_01,_04,,,,,,,,,,,_04,,,,,No,_06,company_04,_06,_01,_03,_06,_02,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,gen_pop,D3E2BC,D3E2BC,719,_01,1987,38,age_04,_03,_01,_02,_02,_03,,,,,,,,,_03,The income is not very stable,_03,_01,_16,_18,_04,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_04,_03,_03,_03,_03,_03,_03,_03,_03,_03,_01,_04,,,,,,,,,,,_04,,,,,No,_04,company_03,_04,_01,_02,_04,_02,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,gen_pop,3G326D,3G326D,720,_02,1997,28,age_03,_02,_01,_03,_06,_08,,,,,,,,,_02,The income is not very stable,_04,_03,_09,_03,_12,,,,,,,,,,,,,,,,,,,,,,_03,_04,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_04,_02,_07,,,,,,,,,,,,,,_04,,No,_04,company_03,_04,_03,_01,_05,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,gen_pop,6FLKAJ,6FLKAJ,721,_01,1999,26,age_03,_03,_01,_01,_06,_03,,,,,,,,,_03,The income is relatively stable,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_03,_03,_02,_03,_02,_02,_03,_02,_02,_03,_01,_05,,,,,,,,,,,,_04,,,,No,_04,company_03,_04,_03,_01,_04,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,gen_pop,1L2FBA,1L2FBA,722,_02,1955,70,age_07,_04,_03,_05,_05,_04,,,,,,,,,_03,The relationship among colleagues is harmonious,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_02,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_02,_07,,,,,,,,,,,,,,_04,,Yes,_02,company_01,_02,_01,_02,_03,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,gen_pop,BBFID1,BBFID1,723,_02,1963,62,age_06,_02,_04,_03,_04,_04,,,,,,,,,_03,The relationship among colleagues is harmonious,_03,_03,_04,_16,_10,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_03,_03,_03,_03,_02,_02,_02,_02,_02,_04,_01,_05,,,,,,,,,,,,_04,,,,Yes,_03,company_02,_03,_01,_02,_03,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,gen_pop,ID4616,ID4616,724,_01,1993,32,age_03,_02,_01,_03,_04,_04,,,,,,,,,_04,The income is relatively stable.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_03,_03,_03,_03,_02,_02,_02,_02,_03,_03,_01,_05,,,,,,,,,,,,_04,,,,Yes,_04,company_03,_04,_01,_02,_05,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,gen_pop,73HB93,73HB93,725,_02,1958,67,age_07,_03,_02,_02,_04,_04,,,,,,,,,_02,The income is relatively stable.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_03,_03,_03,_03,_02,_03,_03,_03,_03,_03,_02,_05,,,,,,,,,,,,_04,,,,Yes,_04,company_03,_04,_01,_02,_05,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,gen_pop,FAFBB7,FAFBB7,726,_02,1972,53,age_05,_02,_01,_02,_04,_07,,,,,,,,,_02,The income is relatively stable.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_02,_03,_02,_03,_03,_02,_03,_02,_02,_03,_03,_01,_05,,,,,,,,,,,,_04,,,,No,_04,company_03,_05,_01,_02,_06,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,gen_pop,GNNAAE,GNNAAE,727,_01,1994,31,age_03,_03,_01,_03,_04,_04,,,,,,,,,_02,The income is relatively stable.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_03,_03,_03,_03,_02,_03,_02,_02,_03,_03,_01,_05,,,,,,,,,,,,_04,,,,Yes,_05,company_03,_05,_01,_02,_05,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,gen_pop,61BHBH,61BHBH,729,_02,1990,35,age_04,_02,_01,_07,_04,_01,,,,,,,,,_04,The working hours are relatively flexible,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_03,_02,_02,_03,_02,_03,_02,_02,_03,_05,_02,_02,,,,,,,,,_04,,,,,,,No,_03,company_02,_04,_01,_02,_06,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,gen_pop,C9425B,C9425B,730,_01,1974,51,age_05,_02,_01,_03,_04,_04,,,,,,,,,_03,The income is relatively stable,_03,_03,_16,_02,_09,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_03,_02,_03,_03,_03,_03,_03,_03,_03,_03,_01,_05,,,,,,,,,,,,_04,,,,No,_04,company_03,_04,_01,_02,_05,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,gen_pop,LC96B8,LC96B8,731,_01,1983,42,age_04,_02,_01,_05,_04,_04,,,,,,,,,_02,The income is relatively stable,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_02,_02,_03,_03,_02,_03,_03,_03,_03,_04,_02,_05,,,,,,,,,,,,_04,,,,Yes,_04,company_03,_05,_01,_02,_05,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,gen_pop,B2G39E,B2G39E,732,_02,1976,49,age_05,_02,_01,_03,_04,_04,,,,,,,,,_04,The income is relatively stable,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_03,_03,_03,_03,_02,_02,_03,_03,_03,_04,_02,_05,,,,,,,,,,,,_04,,,,No,_04,company_03,_05,_01,_02,_05,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,gen_pop,7C6M5E,7C6M5E,733,_01,1962,63,age_06,_03,_02,_03,_04,_04,,,,,,,,,_04,The income is relatively stable,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_03,_04,_03,_03,_03,_03,_03,_03,_03,_04,_02,_05,,,,,,,,,,,,_04,,,,No,_05,company_03,_06,_01,_02,_05,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,gen_pop,3HFJKM,3HFJKM,736,_01,1993,32,age_03,_04,_01,_02,_05,_01,,,,,,,,,_03,"There are good and bad environments, and you can not get along with your colleagues as you want",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_04,_02,_03,_03,_03,_04,_03,_03,_02,_02,_04,_02,_02,_03,,,,,,,,,,_04,,,,,,Yes,_04,company_03,_02,_01,_02,_03,_01,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,gen_pop,5B4DGA,5B4DGA,741,_01,1982,43,age_04,_06,_01,_03,_04,_06,,,,,,,,,_03,"Since we are here, we may as well stay and make the best of it.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_04,_02,_02,_02,_03,_03,_03,_03,_04,_03,_03,_04,_04,_01,_07,,,,,,,,,,,,,,_03,,No,_04,company_03,_04,_01,_03,_05,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,gen_pop,IGCFB3,IGCFB3,742,_02,1962,63,age_06,_07,_01,_03,_04,_04,_05,_06,,,,,,,_04,"""I love this job because it provides adequate financial support for my family.""",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_03,_03,_02,_02,_02,_02,_03,_04,_03,_03,_03,_04,_04,_04,_02,_07,_03,,,,,,,,,_05,,,,_03,,Yes,_05,company_03,_06,_01,_02,_06,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
